"X","Y","freq"
"on the","calendar",10
"at the","concert",10
"got the","job",10
"slowly but","surely",10
"that i","wo",10
"almost as","much",10
"videos on","youtube",10
"the mail","today",10
"i am","stressed",10
"lee free","carl",10
"the world","owes",10
"follow on","twitter",10
"i am","doin",10
"for the","compliment",10
"on the","subway",10
"pretty little","liars",10
"is not","acceptable",10
"add the","chicken",10
"to be","eligible",10
"to my","attention",10
"of the","ruling",10
"of the","hardest",10
"be in","charge",10
"after each","addition",10
"to be","comfortable",10
"off a","cliff",10
"the home","depot",10
"to the","summit",10
"i can","put",10
"of the","london",10
"and not","having",10
"in the","bronx",10
"of the","victim",10
"on the","journey",10
"i would","drink",10
"studies have","shown",10
"in the","preceding",10
"to a","degree",10
"trick or","treating",10
"how to","improve",10
"should be","noted",10
"a little","nervous",10
"in the","scheme",10
"the washington","redskins",10
"auditor frank","russo",10
"did not","appear",10
"guys and","gals",10
"to be","delivered",10
"p m","thu",10
"as a","journalist",10
"and it","certainly",10
"at no","doubles",10
"in a","low",10
"the other","characters",10
"u s","geological",10
"round of","applause",10
"in new","england",10
"of the","firm",10
"to the","supreme",10
"the girl","scouts",10
"olympic gold","medalist",10
"can be","bought",10
"to be","associated",10
"on the","sideline",10
"the major","leagues",10
"sense of","urgency",10
"there are","signs",10
"of the","benefits",10
"of new","jerseys",10
"three run","homer",10
"by the","president",10
"in costa","rica",10
"sen robert","menendez",10
"the new","zealand",10
"and the","beautiful",10
"to be","sentenced",10
"the khmer","rouge",10
"gays and","lesbians",10
"cast and","crew",10
"on the","perimeter",10
"by all","accounts",10
"omega fatty","acids",10
"care of","themselves",10
"assembly speaker","sheila",10
"larceny a","larceny",10
"god of","carnage",10
"one for","each",10
"of the","capitol",10
"into the","oven",10
"runs and","rbis",10
"that the","mayor",10
"the roasting","pan",10
"to a","halt",10
"to be","asked",10
"a double","digit",10
"with a","slight",10
"and his","colleagues",10
"that his","son",10
"of the","sierra",10
"joe the","plumber",10
"sheriff joe","arpaio",10
"on the","fly",10
"and real","estate",10
"the full","moon",10
"after the","incident",10
"d th","dist",10
"with each","passing",10
"his grace","bishop",9
"out keep","freaking",9
"house of","commons",9
"drive data","recovery",9
"hard drive","data",9
"we are","encouraged",9
"envy and","jealousy",9
"for the","food",9
"is a","perfectly",9
"favor and","blessing",9
"the paper","shelter",9
"global markets","directs",9
"barre n","ne",9
"the good","shepherd",9
"of brides","demands",9
"by lois","prahlow",9
"the human","centipede",9
"personality of","godhead",9
"the ferrari","enzo",9
"the national","assembly",9
"of the","immaculate",9
"printer ink","cartridges",9
"urge to","push",9
"the federal","circuit",9
"it is","raining",9
"the pork","belly",9
"i hate","andover",9
"savoy savoy","savoy",9
"brenda brenda","brenda",9
"i am","allergic",9
"shirtless shirtless","shirtless",9
"follow me","plz",9
"red riding","hood",9
"creeping creeping","creeping",9
"grumble grumble","grumble",9
"ruby on","rails",9
"aye aye","aye",9
"you will","regret",9
"the dragon","tattoo",9
"in the","bill",9
"a full","refund",9
"hot air","balloon",9
"march of","dimes",9
"a mental","health",9
"p f","chang",9
"of the","mississippi",9
"and as","soon",9
"say a","prayer",9
"sweet and","sour",9
"the best","selling",9
"the mark","twain",9
"for me","personally",9
"of the","unknown",9
"tony la","russa",9
"high school","diploma",9
"yards and","tds",9
"in the","clubhouse",9
"red light","cameras",9
"for the","buckeyes",9
"a game","changer",9
"local law","enforcement",9
"is to","ensure",9
"of carbon","dioxide",9
"blanc de","noirs",9
"in the","trash",9
"ppg and","rpg",9
"united arab","emirates",9
"alcohol clin","exp",8
"clin exp","res",8
"block blocks","obj",8
"of the","alphabet",8
"i was","prepared",8
"of the","physical",8
"the blue","diamond",8
"out of","water",8
"beads of","courage",8
"in next","chains",8
"of the","quran",8
"i did","manage",8
"in next","space",8
"the great","trek",8
"on the","human",8
"to the","nature",8
"ending on","mar",8
"chain treble","crochet",8
"skills and","experiences",8
"volt lithium","ion",8
"i have","gained",8
"on my","facebook",8
"to be","kept",8
"the fiscal","compact",8
"take a","peek",8
"in and","steal",8
"the cape","dutch",8
"late last","night",8
"and heat","embossed",8
"to be","continued",8
"gupta mary","kaldor",8
"tarit datta","gupta",8
"world embracing","alternate",8
"in the","chinese",8
"in the","knowledge",8
"at the","kennel",8
"the th","precinct",8
"i have","shared",8
"to the","realization",8
"the y","chromosome",8
"highs and","lows",8
"powered by","keurig",8
"but i","chose",8
"the pork","chops",8
"stax die","namics",8
"bmw x","screensaver",8
"patent and","trademark",8
"oem acura","integra",8
"the noble","savage",8
"i was","devastated",8
"renault laguna","rt",8
"in rio","pardo",8
"on the","shelves",8
"in the","core",8
"acura mdx","redesign",8
"or just","plain",8
"love you","tommy",8
"the vagina","monologues",8
"i would","normally",8
"a middle","aged",8
"in the","foreground",8
"as i","continue",8
"is a","constant",8
"the holy","grail",8
"i was","terrified",8
"chicken pot","pie",8
"a loose","cannon",8
"in santa","fe",8
"during the","session",8
"and the","title",8
"have to","endure",8
"to be","desired",8
"of the","nile",8
"it is","unlikely",8
"were so","excited",8
"was a","rabbit",8
"sweet n","sassy",8
"a man","named",8
"england and","wales",8
"fa fa","fa",8
"rim to","rim",8
"im sorry","but",8
"in my","lifetime",8
"by the","pool",8
"what is","unseen",8
"and jordan","benker",8
"with my","girls",8
"to get","dressed",8
"is a","straight",8
"love no","bonez",8
"i am","bringing",8
"ding ding","ding",8
"excited to","announce",8
"forward to","sharing",8
"you are","truly",8
"silvers thomas","silvers",8
"will be","tweeting",8
"lets go","gophers",8
"smash smash","smash",8
"on the","plus",8
"do not","follow",8
"are you","playing",8
"for my","bday",8
"rule of","thumb",8
"booty booty","booty",8
"all the","answers",8
"it is","indeed",8
"classic at","pates",8
"class r","bbif",8
"with the","dragon",8
"picocuries per","liter",8
"did not","disappoint",8
"be held","accountable",8
"the window","seat",8
"the most","unusual",8
"with their","families",8
"next door","neighbor",8
"a lump","sum",8
"have a","similar",8
"a strong","sense",8
"on the","runway",8
"san luis","obispo",8
"cirque du","soleil",8
"and we","talked",8
"possession of","cocaine",8
"do not","allow",8
"in the","backfield",8
"red hot","chili",8
"all the","possibilities",8
"a large","mixing",8
"of the","gop",8
"when he","sees",8
"of the","strongest",8
"in a","crowded",8
"chain of","command",8
"in its","entirety",8
"first lady","michelle",8
"next of","kin",8
"at the","prudential",8
"air traffic","controllers",8
"president nicolas","sarkozy",8
"in my","career",8
"otc elite","eugene",8
"as a","leader",8
"a roller","coaster",8
"port au","prince",8
"they will","probably",8
"a full","fledged",8
"is a","reminder",8
"the first","episode",8
"by the","cia",8
"of the","templars",8
"have no","regrets",8
"here in","afghanistan",8
"the usual","suspects",8
"human rights","abuses",8
"the six","speed",8
"of the","arena",8
"at the","improv",8
"bottle of","champagne",8
"coach jeff","fisher",8
"on friday","april",8
"the santa","cruz",8
"bells and","whistles",8
"is a","tough",8
"released on","bail",8
"of the","cemetery",8
"on the","golf",8
"jo ann","bain",8
"p m","espnu",8
"board of","regents",8
"shin soo","choo",8
"order to","protect",8
"driving while","intoxicated",8
"the most","efficient",8
"th overall","compensatory",8
"we have","gone",8
"along the","coast",8
"in the","interim",8
"be a","star",8
"dick van","dyke",8
"in the","wac",8
"the small","intestine",8
"to the","drawing",8
"on his","team",8
"go to","jail",8
"as a","volunteer",8
"with a","sprained",8
"police and","firefighters",8
"an illegal","immigrant",8
"overweight or","obese",8
"mayor michael","bloomberg",8
"gov john","kitzhaber",8
"of the","fastest",8
"i never","imagined",8
"ann arbor","mich",8
"the anne","arundel",8
"of the","syrian",8
"board of","aldermen",8
"u s","exports",8
"by double","digits",8
"tampa bay","buccaneers",8
"it is","critical",8
"children and","grandchildren",8
"call the","police",8
"in a","wheelchair",8
"t j","oshie",8
"the state","fair",8
"in college","football",8
"cause for","concern",8
"of the","islamic",8
"on the","billboard",8
"chsaa class","aa",8
"one was","hurt",8
"laughed and","laughed",8
"had been","through",8
"the cash","strapped",8
"in the","immediate",8
"if you","decide",8
"the heavy","lifting",8
"peace and","quiet",8
"percent of","respondents",8
"a no","hitter",8
"the national","geographic",8
"at the","meadowlands",8
"love and","kindness",7
"we shall","fight",7
"grind grind","grind",7
"mat is","x",7
"resort in","corbett",7
"the human","condition",7
"places of","origin",7
"atty edwin","lacierda",7
"i was","pleasantly",7
"the main","image",7
"the non","jurors",7
"for my","personal",7
"we were","heading",7
"law of","gravity",7
"russell t","davies",7
"vs previous","usd",7
"conditioned mario","bros",7
"see http","hpanwo",7
"a short","list",7
"rock paper","scissors",7
"piece of","clothing",7
"south carolina","gamecocks",7
"congressional record","vol",7
"of the","trinity",7
"hermes birkin","imitation",7
"the derby","darlins",7
"the concentration","camps",7
"of the","cage",7
"the via","maris",7
"your cell","phone",7
"little diva","tutus",7
"freedom of","religion",7
"in let","verify",7
"enzo owners","club",7
"when i","received",7
"a murder","mystery",7
"at around","pm",7
"trade mark","infringement",7
"with the","likes",7
"lee and","ditko",7
"that thou","mayest",7
"spirit of","lies",7
"the great","gatsby",7
"r c","r",7
"of the","colors",7
"yousuf al","qaradhawi",7
"in the","pub",7
"throughout the","boundaries",7
"hair and","makeup",7
"bootlegs edits","bootlegs",7
"wah wah","wah",7
"undeniable undeniable","undeniable",7
"water for","elephants",7
"zap zap","zap",7
"is the","cutest",7
"jack and","jill",7
"resonate resonate","resonate",7
"nom nom","nom",7
"the big","shot",7
"back to","cali",7
"tokyo tokyo","tokyo",7
"in its","sole",7
"its sole","discretion",7
"the commerce","clause",7
"p m","fxsp",7
"candidate filed","decatur",7
"the third","reich",7
"be an","actor",7
"in the","atmosphere",7
"notice of","intent",7
"of the","construction",7
"when he","appeared",7
"at the","hyatt",7
"the no","recruit",7
"two time","defending",7
"a th","grader",7
"niles kick","stm",7
"has been","nominated",7
"of lake","oswego",7
"with an","impressive",7
"new york","mercantile",7
"on several","occasions",7
"at the","grammys",7
"the sea","lions",7
"against the","orioles",7
"and three","touchdowns",7
"on the","palate",7
"anheuser busch","inbev",7
"in sierra","leone",7
"in the","nit",7
"to the","service",7
"founder of","platinum",7
"of the","passengers",7
"for e","zpass",7
"is an","ongoing",7
"j kevin","kelley",7
"need a","tail",6
"green cap","kitty",6
"native sql","procedures",6
"to be","baptized",6
"on the","creek",6
"the lead","singer",6
"diet g","basal",6
"practical inferential","commitments",6
"the mitsubishi","lancer",6
"the word","zero",6
"of the","exhaust",6
"for a","fresh",6
"the last","book",6
"a light","blue",6
"the sri","lankan",6
"the smoking","ban",6
"knights of","malta",6
"the lotus","eaters",6
"that i","consider",6
"nice or","moderate",6
"the second","batch",6
"on my","left",6
"of the","prime",6
"of the","wicked",6
"crops of","luv",6
"the same","price",6
"nooks and","crannies",6
"old man","jenkins",6
"a new","computer",6
"a good","pt",6
"of practical","reasoning",6
"the first","pages",6
"in the","greek",6
"in the","ghetto",6
"in the","seventies",6
"you make","examples",6
"that is","worth",6
"sherri hill","dresses",6
"real estate","investing",6
"bg bg","bg",6
"of the","authors",6
"top down","sweep",6
"couple of","good",6
"of the","sherim",6
"to kill","hundungu",6
"of my","closest",6
"the air","adaptor",6
"king johns","castle",6
"break the","cycle",6
"for a","shekel",6
"pools at","reactors",6
"the reactor","containment",6
"michele glance","rooney",6
"whites and","sugar",6
"lumens per","watt",6
"into the","trap",6
"and the","bmw",6
"by step","instructions",6
"in these","situations",6
"is only","temporary",6
"you can","aspire",6
"of my","favourites",6
"was in","labor",6
"have to","apologize",6
